*UNIQUE-ID,ACCESSION-1,NAME,SYNONYMS,PRODUCT-NAME,SWISS-PROT-ID,START-BASE,END-BASE,DIRECTION,GENE-TYPE,TU-COLOR,TU,Promoters,Sigma,Regulator_activate,Regulator_inhibit
EG11972,b0139,htrE,,putative fimbrial usher protein HtrE,P33129,152829,155426,-,P,2.0,"['TU00404', 'TU00403', 'TU00263']","[['PM00555', 'PM00555'], ['PM00554', 'PM00554'], ['PM00553', 'PM00553']]","['RPOD-MONOMER', None, 'RPOS-MONOMER', None, 'RPOD-MONOMER', None]","['IHF', 'IHF', 'IHF']","[None, None, None]"
G7014,b1841,yobA,,copper-binding protein,P0AA57,1924595,1924969,-,P,2.0,['TU0-13432'],[[]],[],[None],['FnrS']
EG12883,b2987,pitB,,metal phosphate:H<sup>+</sup> symporter PitB,P43676,3134872,3136371,-,P,2.0,['TU0-13818'],"[['PM0-9366', 'PM0-9366']]","['RPOD-MONOMER', None]",[None],['PhoB-Pasp53']
EG10569,b1819,manZ,"gptB,mpt,ptsM,ptsX",mannose-specific PTS enzyme IID component,P69805,1903895,1904746,+,P,6.0,['TU00196'],"[['PM00276', 'PM00276', 'PM00276', 'PM00276', 'PM00276', 'PM00276', 'PM00276', 'PM00276']]","['RPOD-MONOMER', None, None, None, None, None, None, None]","['Cra-fructose-1-phosphate, CRP-cyclic-AMP DNA-binding transcriptional dual regulator']","['SgrS, Cra, Mlc, NagC']"
EG31116,b4458,oxyS,,small regulatory RNA OxyS,,4158278,4158394,-,R,4.0,['TU0-8485'],"[['PM0-10525', 'PM0-10525', 'PM0-10525']]","['RPOD-MONOMER', None, None]",['OxyR'],[None]
G6419,b0816,yliL,,,,852671,852940,+,H,,[],[],[],['OxyR'],[None]
G6663,b1327,ycjY,,putative hydrolase YcjY,P76049,1390933,1391853,-,P,5.0,"['TU0-42524', 'TU0-13216']","[['PM0-44865', 'PM0-44865'], ['PM0-44865', 'PM0-44865']]","['RPOH-MONOMER', None, 'RPOH-MONOMER', None]","[None, None]","['PgrR', 'PgrR']"
EG12605,b0119,yacL,,PF06062 family protein YacL,P0A8E5,134388,134750,+,P,11.0,['TU0-12813'],[['PM0-9961']],[None],[None],['CyaR']
EG50011,b3177,folP,dhpS,dihydropteroate synthase,P0AC13,3324063,3324911,-,P,6.0,['TU0-13883'],[[]],[],[None],[None]
G6184,b0319,yahE,,DUF2877 domain-containing protein YahE,P77297,335925,336788,+,P,10.0,"['TU0-14781', 'TU0-12892']","[['PM0-10463'], []]",['RPON-MONOMER'],"[None, None]","[None, None]"
EG10663,b1740,nadE,"efg,ntrL",NH<sub>3</sub>-dependent NAD<sup>+</sup> synthetase,P18843,1822458,1823285,+,P,8.0,['TU0-13386'],[['PM0-10230']],['RPOD-MONOMER'],[None],['CyaR']
G0-10698,,G0-10698,,,,1670949,1671136,-,H,,[],[],[],[None],['CyaR']
G7449,b2791,truC,yqcB,tRNA pseudouridine<sup>65</sup> synthase,P0AA41,2923002,2923784,-,P,2.0,['TU0-13736'],[[]],[],[None],[None]
EG11197,b3705,yidC,,membrane protein insertase YidC,P25714,3885076,3886722,+,P,,[],[],[],[None],[None]
EG12077,b3478,nikC,"hydD,hydC",Ni(2+) ABC transporter membrane subunit NikC,P0AFA9,3616182,3617015,+,P,2.0,"['TU0-14783', 'TU00308']","[['PM0-10466'], ['PM881', 'PM881', 'PM881', 'PM881']]","['RPON-MONOMER', None, None, None, None]","[None, 'Fnr']","[None, 'NikR, NarL-Pasp59']"
G6549,b1044,ymdA,,uncharacterized protein YmdA,P75917,1105414,1105725,+,P,11.0,"['TU0-42668', 'TU0-42664', 'TU0-13122']","[['PM0-46384'], ['PM0-46384'], ['PM0-46384']]","[None, None, None]","[None, 'FlhDC', None]","[None, None, None]"
G6435,b0835,rimO,yliG,ribosomal protein S12 methylthiotransferase RimO,P0AEI4,876710,878035,-,P,5.0,['TU0-8632'],[['PM0-9998']],[None],[None],[None]
G7847,b4182,yjfJ,,PspA family protein YjfJ,P0AF78,4410553,4411251,+,P,3.0,['TU0-14153'],[[]],[],[None],[None]
G7594,b3071,nfeR,yqjI,DNA-binding transcriptional repressor NfeR,P64588,3216779,3217402,+,P,11.0,['TU0-8658'],"[['PM0-9094', 'PM0-9094', 'PM0-9094']]","[None, None, None]",['Fnr'],['NfeR']
G0-17047,b4801,ykiE,,protein YkiE,P0DSH9,4518372,4518440,+,P,,[],[],[],['Fnr'],['NfeR']
EG11229,b1476,fdnI,,formate dehydrogenase N subunit &gamma;,P0AEK7,1551338,1551991,+,P,8.0,['TU00157'],"[['PM00217', 'PM00217', 'PM00217', 'PM00217', 'PM00217', 'PM00217', 'PM00217', 'PM00217', 'PM00217', 'PM00217']]","['RPOD-MONOMER', None, None, None, None, None, None, None, None, None]","['Fnr, NarL-Pasp59']","['Fnr, NarP-Pasp59']"
EG12310,b2523,pepB,yfhI,aminopeptidase B,P37095,2655075,2656358,-,P,5.0,['TU0-13656'],[[]],[],[None],[None]
EG11752,b1897,otsB,otsP,trehalose-6-phosphate phosphatase,P31678,1981587,1982387,-,P,4.0,"['TU0-7722', 'TU00312']","[['PM0-8102'], ['PM00533']]","['RPOS-MONOMER', 'RPOS-MONOMER']","[None, 'ppGpp']","[None, None]"
EG11682,b3204,ptsN,"yhbI,rpoP",PtsN-<i>N</i>-phospho-L-histidine,,3346578,3347069,+,P,5.0,"['TU-8398', 'TU00487']","[['PM-8781'], ['PM00639']]","['RPOE-MONOMER', 'RPOD-MONOMER']","[None, None]","[None, None]"
EG10660,b2234,nrdA,dnaF,ribonucleoside-diphosphate reductase 1 subunit &alpha;,P00452,2344865,2347150,+,P,2.0,['TU00047'],"[['PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063', 'PM00063']]","['RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['DnaA-ATP, ArgP, CRP-cyclic-AMP DNA-binding transcriptional dual regulator, Fis']","['H-NS, DnaA-ATP, NrdR transcriptional repressor']"
G6219,b0367,tauC,"yaiJ,ssiC",taurine ABC transporter membrane subunit,Q47539,386971,387798,+,P,2.0,['TU302'],"[['PM502', 'PM502', 'PM502', 'PM502', 'PM502']]","[None, None, None, None, None]","['DNA-binding transcriptional dual regulator CysB, Cbl']",[None]
G0-8601,b4467,glcF,"gox,yghL,b2978","glycolate dehydrogenase, [Fe-S] subunit",P52074,3124236,3125459,-,P,6.0,['TU0-1962'],"[['PM166', 'PM166', 'PM166', 'PM166', 'PM166', 'PM167', 'PM167', 'PM167', 'PM167', 'PM167', 'PM167', 'PM167', 'PM166']]","['RPOD-MONOMER', None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None]","['GlcC-glycolate, IHF']","['PdhR, ArcA-Pasp54']"
G7266,b2431,yfeX,,porphyrinogen peroxidase,P76536,2549646,2550545,-,P,10.0,['TU0-3484'],[['PM0-3684']],['RPOE-MONOMER'],[None],[None]
G6828,b1555,ydfR,,Qin prophage; protein YdfR,P76160,1640054,1640365,-,P,5.0,['TU0-13321'],[[]],[],[None],[None]
G7533,b2963,mltC,yggZ,membrane-bound lytic murein transglycosylase C,P0C066,3104433,3105512,+,P,7.0,"['TU0-5782', 'TU0-5581', 'TU0-5568', 'TU0-5564', 'TU0-5562', 'TU0-5561']","[['PM0-5802'], ['PM0-5804'], ['PM0-5801'], ['PM0-5804'], ['PM0-5802'], ['PM0-5801']]","[None, None, None, None, None, None]","[None, None, None, None, None, None]","[None, None, None, None, None, None]"
EG30111,b1665,valV,,tRNA-Val(GAC),,1746435,1746511,+,R,9.0,['TU00493'],[['PM00648']],['RPOD-MONOMER'],[None],[None]
EG11780,b4696,yneO,"orfT,ydeK,ydeU,b1509,b1510,ECK1502",AIDA-I family autotransporter YneO,P32051,1592665,1598086,-,S,6.0,['TU0-13297'],[[]],[],[None],[None]
G6975,b1789,yeaL,,DUF441 domain-containing inner membrane protein YeaL,P0ACY6,1874352,1874798,+,P,4.0,['TU0-8712'],[['PM0-10062']],[None],[None],[None]
G6352,b0645,ybeR,,DUF1266 domain-containing protein YbeR,P77627,676711,677418,+,P,1.0,['TU0-13011'],[[]],[],[None],[None]
EG12189,b2436,hemF,"popB,sec",coproporphyrinogen III oxidase,P36553,2553225,2554124,+,P,1.0,"['TU0-45289', 'TU0-45288', 'TU0-2742', 'TU0-2741']","[['PM0-46592', 'PM0-46592'], ['PM0-46591'], ['PM0-2922', 'PM0-2922'], ['PM0-2921', 'PM0-2921']]","[None, None, None, 'RPOD-MONOMER', None, 'RPOD-MONOMER', None]","['OxyR', None, None, None]","[None, None, 'IHF', 'IHF']"
EG11034,b4355,tsr,cheD,methyl-accepting chemotaxis protein Tsr,P02942,4591657,4593312,+,P,3.0,"['TU0-7', 'TU0-1541']","[['PM0-8', 'PM0-8'], ['PM0-1721']]","['RPOD-MONOMER', None, 'EG11355-MONOMER']","[None, None]","['CpxR-phosphorylated', None]"
EG10866,b3320,rplC,,50S ribosomal subunit protein L3,P60438,3452297,3452926,-,P,2.0,['TU00347'],"[['PM00444', 'PM00444', 'PM00444', 'PM00444']]","['RPOD-MONOMER', None, None, None]","['MotR, Fnr']","['FliX, DksA-ppGpp, ArcA-Pasp54']"
EG11117,b1063,yceB,,putative lipid-binding lipoprotein YceB,P0AB26,1122713,1123273,-,P,2.0,['TU0-13129'],[[]],[],[None],[None]
G7552,b2986,yghT,,putative ATP-binding protein YghT,Q46844,3134131,3134823,+,P,1.0,['TU0-8752'],[[]],[],[None],['Nac']
G85,b2407,xapA,pndA,xanthosine phosphorylase,P45563,2524045,2524878,-,P,6.0,"['TU0-45226', 'TU301']","[['PM0-46524', 'PM0-46524', 'PM501', 'PM501', 'PM0-46524'], ['PM0-46524', 'PM0-46524', 'PM501', 'PM501', 'PM501']]","['RPOS-MONOMER', None, 'RPOD-MONOMER', None, None, 'RPOS-MONOMER', None, 'RPOD-MONOMER', None, None]","['DNA-binding transcriptional activator XapR', 'DNA-binding transcriptional activator XapR']","[None, None]"
EG12707,b2749,ygbE,,DUF3561 domain-containing inner membrane protein YgbE,P46141,2873014,2873337,-,P,2.0,['TU0-13724'],[[]],[],[None],[None]
G6559,b1065,mdtH,yceL,multidrug efflux pump MdtH,P69367,1124118,1125326,-,P,4.0,['TU0-13131'],[[]],[],[None],[None]
EG11661,b1930,yedF,,putative sulfurtransferase YedF,P0AA31,2009479,2009712,+,P,4.0,['TU0-13455'],[[]],[],[None],[None]
G7648,b3154,yhbP,,putative FMN binding protein YhbP,P67762,3299472,3299915,-,P,4.0,['TU0-8575'],[[]],[],[None],[None]
EG11776,b0686,ybfF,,esterase,P75736,712038,712802,-,P,8.0,['TU0-13023'],[[]],[],[None],[None]
G7789,b4479,dgoR,"yidW,b3695,b3694",DNA-binding transcriptional regulator DgoR,P31460,3874471,3875160,-,P,10.0,['TU0-14018'],"[['PM0-46406', 'PM0-46406', 'PM0-46406', 'PM0-46406']]","['RPOD-MONOMER', None, None, None]",['CRP-cyclic-AMP DNA-binding transcriptional dual regulator'],['DgoR']
EG10723,b4094,phnN,,"ribose 1,5-bisphosphate phosphokinase",P16690,4315525,4316082,-,P,8.0,"['TU0-14552', 'TU00201']","[['PM0-9835'], ['PM00284', 'PM00284']]","[None, 'RPOD-MONOMER', None]","[None, 'PhoB-Pasp53']","[None, None]"
G7067,b1981,shiA,yeeM,shikimate:H<sup>+</sup> symporter,P76350,2053643,2054959,+,P,2.0,['TU0-42474'],[['PM0-46175']],['RPOD-MONOMER'],['RyhB'],[None]
EG10778,b1306,pspC,,phage shock protein C,P0AFN2,1369025,1369384,+,P,10.0,"['TU0-14550', 'TU00326']","[['PM0-9833'], ['PM0-1983', 'PM0-1983', 'PM0-1981', 'PM0-1981', 'PM0-1981', 'PM0-1981']]","[None, 'RPOD-MONOMER', None, 'RPON-MONOMER', None, None, None]","[None, 'IHF, PspF']","[None, None]"
G7888,b4261,lptF,yjgP,lipopolysaccharide transport system protein LptF,P0AF98,4486218,4487318,+,P,2.0,['TU0-14176'],[[]],[],[None],[None]
EG12110,b1414,ydcF,,DUF218 domain-containing protein YdcF,P34209,1487235,1488035,+,P,3.0,['TU0-13252'],[[]],[],[None],[None]
G7488,b2869,ygeV,,putative &sigma;<sup>54</sup>-dependent transcriptional regulator YgeV,Q46802,3004008,3005786,-,P,1.0,['TU0-8748'],[['PM0-10116']],[None],[None],[None]
EG11118,b1086,rluC,yceC,23S rRNA pseudouridine<sup>955/2504/2580</sup> synthase,P0AA39,1144940,1145899,+,P,3.0,['TU0-13134'],[[]],[],[None],['ppGpp']
EG10213,b0381,ddlA,,D-alanine&mdash;D-alanine ligase A,P0A6J8,399829,400923,-,P,10.0,['TU0-8784'],[[]],[],[None],['Nac']
EG11423,b3623,waaU,rfaK,putative ADP-heptose:LPS heptosyltransferase 4,P27242,3798239,3799312,-,P,1.0,"['TU0-14525', 'TU0-7162', 'TU0-7161']","[['PM0-9808'], ['PM0-7504'], ['PM0-7502']]","[None, None, 'RPOD-MONOMER']","[None, None, None]","[None, None, None]"
G0-17094,b4819,ypeD,,protein YpeD,P0DUW4,2512687,2512776,-,P,,[],[],[],"[None, None, None]","[None, None, None]"
G6243,b0442,ybaV,comEA,helix-hairpin-helix 3 family protein,P0AAR8,463937,464308,+,P,1.0,['TU0-12931'],[[]],[],[None],[None]
G0-17099,b4821,ytcB,,protein YtcB,P0DV20,4287611,4287667,+,P,,[],[],[],[None],[None]
EG10289,b4288,fecD,,ferric citrate ABC transporter membrane subunit FecD,P15029,4511458,4512414,-,P,7.0,['TU00151'],"[['PM00605', 'PM00605', 'PM00605', 'PM00605', 'PM00605', 'PM00605', 'PM00605']]","['PD00440', None, None, None, None, None, None]","['CRP-cyclic-AMP DNA-binding transcriptional dual regulator, PdhR']","['HypT-[Met-oxidized], DNA-binding transcriptional dual regulator Fur']"
G7360,b2625,yfjI,,CP4-57 prophage; DUF3987 domain-containing protein YfjI,P52124,2758985,2760394,+,P,8.0,['TU0-13690'],[[]],[],[None],['Nac']
EG12339,b0266,yagB,,CP4-6 prophage; orphan antitoxin YagB,P37008,280385,280735,-,P,11.0,['TU0-12866'],[[]],[],[None],['XynR-D-xylonate']
EG11693,b3673,emrD,yicQ,multidrug efflux pump EmrD,P31442,3853922,3855106,+,P,9.0,['TU0-14013'],"[['PM0-10467', 'PM0-10467']]","['RPON-MONOMER', None]",['BasR-Pasp51'],[None]
EG10360,b3340,fusA,"far,fus",elongation factor G,P0A6M8,3471400,3473514,-,P,7.0,"['TU0-5121', 'TU00348']","[['PM0-5361'], ['PM00445', 'PM00445']]","['RPOE-MONOMER', None, None]","[None, None]","[None, 'RpsG, DksA-ppGpp']"
EG11794,b2806,rlmM,ygdE,23S rRNA 2'-<i>O</i>-ribose C2498 methyltransferase,P0ADR6,2940143,2941243,-,P,11.0,['TU0-14306'],[[]],[],['Nac'],[None]
G7638,b3143,yraI,,putative fimbrial chaperone YraI,P42914,3288090,3288785,+,P,6.0,['TU0-13874'],[[]],[],[None],[None]
G6755,b1444,patD,"prr,ydcW",&gamma;-aminobutyraldehyde dehydrogenase,P77674,1515578,1517002,+,P,7.0,"['TU0-42535', 'TU0-13268']","[['PM0-46279', 'PM0-46279'], []]","['RPOS-MONOMER', None]","['Nac', None]","[None, None]"
G0-17112,b4434,azuR,"isrB,IS092,G0-8904",small regulatory RNA AzuR,,1987843,1988001,-,R,8.0,['TU0-14767'],"[['PM0-10449', 'PM0-10449', 'PM0-10449']]","['RPOD-MONOMER', None, None]",[None],"['FnrS, CRP-cyclic-AMP DNA-binding transcriptional dual regulator']"
G6854,b1596,ynfM,yzyC,putative transporter YnfM,P43531,1669699,1670952,+,P,5.0,['TU0-13341'],[['PM0-36240']],[None],[None],[None]
EG10605,b0149,mrcB,"pbpF,ponB",PBP-1Bgamma,,164730,167264,+,P,8.0,['TU0-12820'],[['PM0-9962']],[None],[None],[None]
G6325,b0580,ybdJ,,DUF1158 domain-containing protein YbdJ,P77506,605951,606199,-,P,6.0,['TU0-12988'],[[]],[],[None],[None]
G6760,b1449,curA,yncB,NADPH-dependent curcumin/dihydrocurcumin reductase,P76113,1519027,1520064,+,P,1.0,['TU0-13272'],[[]],[],['ppGpp'],['Nac']
G7616,b3102,yqjG,,glutathionyl-hydroquinone reductase YqjG,P42620,3251024,3252010,+,P,1.0,['TU0-13865'],[[]],[],[None],[None]
EG11460,b2469,narQ,,sensor histidine kinase NarQ,P27896,2585731,2587431,+,P,6.0,['TU0-13641'],"[['PM0-36247', 'PM0-36247']]","[None, None]",[None],['CRP-cyclic-AMP DNA-binding transcriptional dual regulator']
EG11402,b4239,treC,"treE,olgH",trehalose-6-phosphate hydrolase,P28904,4463054,4464709,-,P,8.0,['TU00213'],"[['PM00299', 'PM00299', 'PM00299', 'PM00299', 'PM00299', 'PM00299']]","['RPOD-MONOMER', None, None, None, None, None]","['Cra, CRP-cyclic-AMP DNA-binding transcriptional dual regulator, ArcA-Pasp54']",['TreR']
G6201,b0346,mhpR,,DNA-binding transcriptional activator MhpR,P77569,367587,368420,-,P,3.0,"['TU0-36427', 'TU0-2405']","[['PM0-36203', 'PM0-36203'], ['PM0-2585']]","['RPOD-MONOMER', None, 'RPOD-MONOMER']","['CRP-cyclic-AMP DNA-binding transcriptional dual regulator', None]","[None, None]"
EG10344,b0089,ftsW,,peptidoglycan glycosyltransferase FtsW,P0ABG4,98403,99647,+,P,10.0,"['TU0-14445', 'TU0-14443', 'TU0-14439', 'TU0-941']","[['PM0-9678', 'PM0-9678'], ['PM0-9676'], ['PM0-9672'], ['PM0-1101', 'PM0-1101', 'PM0-1101', 'PM0-1101', 'PM0-1101']]","[None, None, None, None, 'RPOD-MONOMER', None, None, None, None]","[None, None, None, None]","['LexA', None, None, 'MraZ, PdhR']"
EG12219,b3473,yhhS,,putative transporter YhhS,P37621,3610516,3611733,-,P,10.0,['TU0-8585'],[[]],[],[None],[None]
G7184,b2290,alaA,yfbQ,glutamate&mdash;pyruvate aminotransferase AlaA,P0A959,2407561,2408778,+,P,7.0,"['TU0-36413', 'TU0-13579']","[[], ['PM0-45322', 'PM0-45322']]","['RPOH-MONOMER', None]","[None, None]","[None, 'Lrp-leu']"
EG11700,b0751,pnuC,,nicotinamide riboside transporter,P0AFK2,783166,783885,+,P,6.0,['TU0-13037'],"[['PM0-9995', 'PM0-9995']]","[None, None]",[None],['NadR']
G6495,b0960,yccS,,putative transporter YccS,P75870,1021730,1023883,-,P,7.0,['TU0-13099'],[['PM0-36232']],[None],[None],[None]
G7282,b2452,eutH,yffU,putative ethanolamine permease EutH,P76552,2566881,2568107,-,P,9.0,['TU0-13634'],[[]],[],[None],['HipB']
EG10698,b3847,pepQ,,Xaa-Pro dipeptidase,P21165,4031161,4032492,+,P,10.0,['TU0-14056'],[['PM0-10166']],[None],[None],[None]
EG10433,b3803,hemX,,PF04375 family protein HemX,P09127,3987885,3989066,-,P,3.0,['TU00283'],[[]],[],[None],[None]
G6642,b1295,ymjA,,DUF2543 domain-containing protein YmjA,P0ACV8,1357423,1357668,-,P,6.0,['TU0-13207'],[[]],[],[None],['Nac']
EG30056,b2404,lysV,supN,tRNA-Lys(UUU),,2521253,2521328,+,R,4.0,['TU00495'],"[['PM00654', 'PM00654', 'PM00654', 'PM00654']]","['RPOD-MONOMER', None, None, None]",['Fis'],[None]
G7071,b1987,cbl,,DNA-binding transcriptional activator Cbl,Q47083,2059964,2060914,-,P,8.0,['TU0-1342'],"[['PM326', 'PM326', 'PM326']]","['RPOD-MONOMER', None, None]","['DNA-binding transcriptional dual regulator CysB, NtrC-Pasp']",[None]
G592,b1380,ldhA,"htpH,hslF,hslI",D-lactate dehydrogenase,P52643,1441854,1442843,-,P,9.0,['TU0-8353'],[['PM0-8734']],['RPOH-MONOMER'],[None],[None]
G7313,b2496,hda,"idaB,yfgE",inibitor of reinitiation of DNA replication,P69931,2618075,2618776,-,P,7.0,['TU0-13646'],[['PM0-9757']],[None],[None],[None]
EG12352,b3775,ppiC,parvA,peptidyl-prolyl <i>cis-trans</i> isomerase C,P0A9L5,3959532,3959813,-,P,1.0,['TU0-14034'],[['PM0-10160']],[None],[None],[None]
G7414,b2717,hycI,,hydrogenase 3 maturation protease,P0AEV9,2842573,2843043,-,P,10.0,['TU00153'],"[['PM00209', 'PM00209', 'PM00209', 'PM00209', 'PM00209', 'PM00209', 'PM00210', 'PM00210', 'PM00210', 'PM00210']]","['RPON-MONOMER', None, None, None, None, None, 'RPON-MONOMER', None, None, None]","['IHF, FhlA-formate, ModE-MoO42-']",['NsrR']
EG10741,b4235,tldE,"mcb,pmbA",metalloprotease subunit TldE,P0AFK0,4457959,4459311,+,P,5.0,['TU0-14167'],[['PM0-10192']],[None],[None],[None]
EG11862,b3898,frvX,yiiI,peptidase M42 family protein FrvX,P32153,4089855,4090925,-,P,6.0,['TU0-14075'],[[]],[],[None],[None]
G6823,b1550,gnsB,ydfY,Qin prophage; protein GnsB,P77695,1637609,1637782,-,P,2.0,['TU0-13319'],[['PM0-10046']],[None],[None],[None]
EG11222,b2068,alkA,aidA,DNA-3-methyladenine glycosylase 2,P04395,2146692,2147540,-,P,1.0,"['TU0-45243', 'TU00002']","[['PM0-46543', 'PM0-46543', 'PM00002'], ['PM00002', 'PM00002', 'PM0-46543']]","['RPOS-MONOMER', None, 'RPOD-MONOMER', 'RPOD-MONOMER', None, 'RPOS-MONOMER']","['Ada', 'Ada']","[None, None]"
EG11528,b1288,fabI,"envM,gts,qmeA",enoyl-[acyl-carrier-protein] reductase,P0AEK4,1350251,1351039,-,P,3.0,"['TU0-42604', 'TU0-13204']","[['PM0-46358', 'PM0-46358'], ['PM0-10031']]","[None, None, None]","['FadR', None]","[None, None]"
EG10971,b2705,srlD,gutD,sorbitol-6-phosphate 2-dehydrogenase,P05707,2827737,2828516,+,P,4.0,['TU00133'],"[['PM00178', 'PM00178', 'PM00178', 'PM00178', 'PM00178', 'PM00178']]","['RPOD-MONOMER', None, None, None, None, None]","['H-NS, GutM, CRP-cyclic-AMP DNA-binding transcriptional dual regulator']",['SrlR']
EG10262,b0583,entD,,phosphopantetheinyl transferase EntD,P19925,609459,610079,-,P,11.0,['TU00163'],"[['PM00343', 'PM00343', 'PM00343', 'PM00343', 'PM00343', 'PM00343', 'PM00343', 'PM00225', 'PM00225', 'PM00225', 'PM00225', 'PM00225', 'PM00225', 'PM00225']]","['RPOD-MONOMER', None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None]",['CRP-cyclic-AMP DNA-binding transcriptional dual regulator'],['DNA-binding transcriptional dual regulator Fur']
G7833,b4141,yjeH,,L-methionine/branched chain amino acid exporter,P39277,4369156,4370412,-,P,2.0,['TU0-8610'],[[]],[],[None],['Nac']
EG10915,b2609,rpsP,,30S ribosomal subunit protein S16,P0A7T3,2745937,2746185,-,P,5.0,['TU00351'],"[['PM0-7821', 'PM0-7821', 'PM0-7821']]","['RPOD-MONOMER', None, None]",[None],"['DksA-ppGpp, Fnr']"
EG50003,b1094,acpP,,octanoyl-ACP,,1151615,1151851,+,P,6.0,"['TU0-42537', 'TU443', 'TU442', 'TU441']","[['PM541'], [], [], ['PM541']]","['RPOD-MONOMER', 'RPOD-MONOMER']","[None, None, None, None]","[None, None, None, None]"
G7930,b4333,yjiK,,PF06977 family protein YjiK,P39382,4562743,4563603,-,P,10.0,['TU0-14201'],[[]],[],[None],[None]
EG10311,b4317,fimD,"fimD_1,fimD_2",type I fimbriae usher protein,P30130,4545096,4547732,+,P,11.0,['TU182'],"[['PM241', 'PM241', 'PM241', 'PM241', 'PM241', 'PM241', 'PM241', 'PM241', 'PM241']]","['RPOD-MONOMER', None, None, None, None, None, None, None, None]","['Fis, QseB-Pasp51, Lrp, IHF, H-NS']",[None]
G0-16734,b4739,ymgL,,protein YmgL,P0DPN9,1212540,1212650,-,P,,[],[],[],"['Fis, QseB-Pasp51, Lrp, IHF, H-NS']",[None]
EG11673,b3058,folB,ygiG,dihydroneopterin aldolase,P0AC16,3204221,3204589,-,P,2.0,['TU0-13848'],[[]],[],[None],[None]
G7506,b2887,ygfT,,putative oxidoreductase YgfT,Q46820,3029012,3030931,-,P,2.0,['TU0-13784'],[[]],[],[None],[None]
EG30037,b2864,glyU,"supT,suA36,sufD,sumA,sumB",tRNA-Gly(CCC),,2998984,2999057,-,R,9.0,"['TU0-13770', 'TU00516']","[[], ['PM00671', 'PM00671']]","['RPOD-MONOMER', None]","[None, 'Fis']","[None, None]"
EG11559,b0038,caiB,yaaN,&gamma;-butyrobetainyl-CoA:carnitine CoA transferase,P31572,37898,39115,-,P,1.0,['TU00247'],"[['PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM00528', 'PM339', 'PM339', 'PM339', 'PM339', 'PM339', 'PM339', 'PM339', 'PM00528']]","['RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None]","['CRP-cyclic-AMP DNA-binding transcriptional dual regulator, CaiF-L-carnitine, ArcA-Pasp54, Fnr']",['H-NS']
G7872,b4217,ytfK,,stringent response modulator YtfK,P0ADE2,4439587,4439793,+,P,5.0,"['TU0-93010', 'TU0-8146']","[['PM0-46597', 'PM0-46597'], ['PM0-8526', 'PM0-8526', 'PM0-8526']]","[None, None, 'RPOS-MONOMER', None, None]","['CRP-cyclic-AMP DNA-binding transcriptional dual regulator', 'PhoB-Pasp53']","[None, None]"
G7234,b2371,yfdE,,acetyl-CoA:oxalate CoA-transferase,P76518,2488023,2489168,-,P,8.0,"['TU0-7746', 'TU0-13608']","[['PM0-9856', 'PM0-9856', 'PM0-9856'], []]","['RPOD-MONOMER', None, None]","['EvgA-Pasp', None]","[None, 'Nac']"
EG10340,b3463,ftsE,,cell division protein FtsE,P0A9R7,3602079,3602747,-,P,2.0,['TU00278'],[[]],[],[None],[None]
G6802,b1515,lsrD,ydeZ,Autoinducer-2 ABC transporter membrane subunit LsrD,P0AFS1,1604047,1605039,+,P,8.0,['TU0-7861'],"[['PM0-10233', 'PM0-10233', 'PM0-10233', 'PM0-8241', 'PM0-8241', 'PM0-8241', 'PM0-8241']]","['RPOD-MONOMER', None, None, 'RPOS-MONOMER', None, None, None]",['CRP-cyclic-AMP DNA-binding transcriptional dual regulator'],['LsrR']
EG10935,b1916,sdiA,,DNA-binding transcriptional dual regulator SdiA,P07026,1996110,1996832,-,P,7.0,"['TU0-42626', 'TU0-42622', 'TU0-42467', 'TU0-42466', 'TU0-42465', 'TU0-41901', 'TU0-13452']","[['PM0-45159'], ['PM0-46370'], ['PM0-46166'], ['PM0-46165'], ['PM0-46164'], ['PM0-45158'], []]","['RPOD-MONOMER', None, 'RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER']","[None, None, None, None, None, None, None]","[None, None, None, None, None, None, 'Nac']"
