,genes_name,genes_id,product,locus_tag
7472,lyxK,EG12284,L-xylulose kinase,b3580
7473,sgbH,EG12285,,b3581
7474,sgbH,EG12285,3-keto-L-gulonate-6-phosphate decarboxylase SgbH,b3581
7475,sgbU,EG12286,,b3582
7476,sgbU,EG12286,putative L-xylulose 5-phosphate 3-epimerase,b3582
7477,sgbE,EG12287,,b3583
7478,sgbE,EG12287,L-ribulose-5-phosphate 4-epimerase SgbE,b3583
7479,ysaC,G0-16664,,b4648
7480,ysaD,G0-16665,,b4649
7481,yiaT,EG12288,,b3584
7482,yiaT,EG12288,outer membrane protein YiaT,b3584
7483,yiaU,EG12289,,b3585
7484,yiaU,EG12289,putative DNA-binding transcriptional regulator YiaU,b3585
7485,yiaV,EG12290,,b3586
7486,yiaV,EG12290,putative membrane fusion protein YiaV,b3586
7487,yiaW,EG12291,,b3587
7488,yiaW,EG12291,DUF3302 domain-containing protein YiaW,b3587
7489,aldB,EG12292,,b3588
7490,aldB,EG12292,aldehyde dehydrogenase B,b3588
7491,yiaY,EG12293,,b3589
7492,yiaY,EG12293,L-threonine dehydrogenase,b3589
7493,selB,EG10942,,b3590
7494,selB,EG10942,selenocysteyl-tRNA-specific translation elongation factor,b3590
7495,selA,EG10941,,b3591
7496,selA,EG10941,selenocysteine synthase,b3591
7497,yibF,EG11762,,b3592
7498,yibF,EG11762,glutathione transferase-like protein YibF,b3592
7499,rhsA,EG10846,,b3593
7500,rhsA,EG10846,rhs element protein RhsA,b3593
7501,yibA,EG11187,,b3594
7502,yibA,EG11187,putative lyase containing HEAT-repeat,b3594
7503,yibJ,EG11766,,b3595
7504,yibG,EG11763,,b3596
7505,yibG,EG11763,tetratricopeptide-like domain-containing protein YibG,b3596
7506,yibS,G0-16666,,b4650
7507,yibW,G0-16667,,b4651
7508,yibV,G0-10605,,b4615
7509,yibV,G0-10605,PF15596 family protein YibV,b4615
7510,yibU,G0-16668,,b4652
7511,yibH,EG11764,,b3597
7512,yibH,EG11764,inner membrane protein YibH,b3597
7513,yibI,EG11765,,b3598
7514,yibI,EG11765,DUF3302 domain-containing protein YibI,b3598
7515,mtlA,EG10615,,b3599
7516,mtlA,EG10615,mannitol-specific PTS enzyme IICBA component,b3599
7517,mtlD,EG10616,,b3600
7518,mtlD,EG10616,mannitol-1-phosphate 5-dehydrogenase,b3600
7519,mtlR,EG11965,,b3601
7520,mtlR,EG11965,transcriptional repressor MtlR,b3601
7521,yibT,G0-10468,,b4554
7522,yibT,G0-10468,protein YibT,b4554
7523,yibL,EG11964,,b3602
7524,yibL,EG11964,DUF2810 domain-containing protein YibL,b3602
7525,lldP,EG11961,,b3603
7526,lldP,EG11961,lactate/glycolate:H(+) symporter LldP,b3603
7527,lldR,EG11962,,b3604
7528,lldR,EG11962,DNA-binding transcriptional dual regulator LldR,b3604
7529,lldD,EG11963,,b3605
7530,lldD,EG11963,L-lactate dehydrogenase,b3605
7531,trmL,EG11888,,b3606
7532,trmL,EG11888,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase,b3606
7533,cysE,EG10187,,b3607
7534,cysE,EG10187,serine acetyltransferase,b3607
7535,gpsA,EG20091,,b3608
7536,gpsA,EG20091,glycerol-3-phosphate dehydrogenase,b3608
7537,secB,EG10937,,b3609
7538,secB,EG10937,protein export chaperone SecB,b3609
7539,grxC,EG12294,,b3610
7540,grxC,EG12294,reduced glutaredoxin 3,b3610
7541,yibN,EG12295,,b3611
7542,yibN,EG12295,putative sulfurtransferase YibN,b3611
7543,gpmM,EG12296,,b3612
7544,gpmM,EG12296,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",b3612
7545,envC,EG12297,,b3613
7546,envC,EG12297,murein hydrolase activator EnvC,b3613
7547,yibQ,EG12298,,b3614
7548,yibQ,EG12298,divergent polysaccharide deacetylase domain-containing protein YibQ,b3614
7549,waaH,EG11266,,b3615
7550,waaH,EG11266,UDP-glucuronate:LPS(HepIII) glycosyltransferase,b3615
7551,tdh,EG10993,,b3616
7552,tdh,EG10993,threonine dehydrogenase,b3616
7553,kbl,EG10512,,b3617
7554,kbl,EG10512,2-amino-3-ketobutyrate CoA ligase,b3617
7555,htrL,EG11188,,b3618
7556,htrL,EG11188,protein HtrL,b3618
7557,rfaD,EG10838,,b3619
7558,rfaD,EG10838,ADP-L-glycero-D-mannoheptose 6-epimerase,b3619
7559,waaF,EG12210,,b3620
7560,waaF,EG12210,ADP-heptose--LPS heptosyltransferase 2,b3620
7561,waaC,EG11189,,b3621
7562,waaC,EG11189,ADP-heptose:LPS heptosyltransferase 1,b3621
7563,waaL,EG11424,,b3622
7564,waaL,EG11424,O-antigen ligase,b3622
7565,yibX,G0-17041,,b4795
7566,yibX,G0-17041,protein YibX,b4795
7567,yibX,G0-17041,protein YibX-S,b4795
7568,yibY,G0-17042,,b4796
7569,yibY,G0-17042,protein YibY,b4796
7570,waaU,EG11423,,b3623
7571,waaU,EG11423,putative ADP-heptose:LPS heptosyltransferase 4,b3623
7572,waaZ,EG11426,,b3624
7573,waaZ,EG11426,lipopolysaccharide core biosynthesis protein WaaZ,b3624
7574,waaY,EG11425,,b3625
7575,waaY,EG11425,lipopolysaccharide core heptose (II) kinase,b3625
7576,waaJ,EG11353,,b3626
7577,waaJ,EG11353,"UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase",b3626
7578,waaO,EG11352,,b3627
7579,waaO,EG11352,"UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase",b3627
7580,waaB,EG11351,,b3628
7581,waaB,EG11351,"UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase",b3628
7582,waaS,EG11350,,b3629
7583,waaS,EG11350,lipopolysaccharide core biosynthesis protein WaaS,b3629
7584,waaP,EG11340,,b3630
7585,waaP,EG11340,lipopolysaccharide core heptose (I) kinase,b3630
7586,waaG,EG11339,,b3631
7587,waaG,EG11339,lipopolysaccharide glucosyltransferase I,b3631
7588,waaQ,EG11341,,b3632
7589,waaQ,EG11341,lipopolysaccharide core heptosyltransferase 3,b3632
7590,rirA,G0-16662,,b4760
7591,rirA,G0-16662,small regulatory RNA RirA,b4760
7592,waaA,EG10520,,b3633
7593,waaA,EG10520,KDO transferase,b3633
7594,coaD,EG11190,,b3634
7595,coaD,EG11190,pantetheine-phosphate adenylyltransferase,b3634
7596,mutM,EG10329,,b3635
7597,mutM,EG10329,DNA-formamidopyrimidine glycosylase,b3635
7598,rpmG,EG10891,,b3636
7599,rpmG,EG10891,50S ribosomal subunit protein L33,b3636
7600,rpmB,EG10886,,b3637
7601,rpmB,EG10886,50S ribosomal subunit protein L28,b3637
7602,yicR,EG11312,,b3638
7603,yicR,EG11312,RadC-like JAB domain-containing protein YicR,b3638
7604,dfp,EG10004,,b3639
7605,dfp,EG10004,fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase,b3639
7606,dut,EG10251,,b3640
7607,dut,EG10251,dUTP diphosphatase,b3640
7608,slmA,EG11191,,b3641
7609,slmA,EG11191,nucleoid occlusion factor SlmA,b3641
7610,pyrE,EG10808,,b3642
7611,pyrE,EG10808,orotate phosphoribosyltransferase,b3642
7612,rph,EG10863,,b3643
7613,rph,EG10863,truncated RNase PH,b3643
7614,yicC,EG11192,,b3644
7615,yicC,EG11192,putative RNase adaptor protein YicC,b3644
7616,dinD,EG11193,,b3645
7617,dinD,EG11193,DNA damage-inducible protein D,b3645
7618,yicG,EG11683,,b3646
7619,yicG,EG11683,PF03458 family inner membrane protein YicG,b3646
7620,ligB,EG11334,,b3647
7621,ligB,EG11334,DNA ligase B,b3647
7622,gmk,EG10965,,b3648
7623,gmk,EG10965,guanylate kinase,b3648
7624,rpoZ,EG10899,,b3649
7625,rpoZ,EG10899,RNA polymerase subunit omega,b3649
7626,spoT,EG10966,,b3650
7627,spoT,EG10966,bifunctional (p)ppGpp synthase/hydrolase SpoT,b3650
7628,trmH,EG10967,,b3651
7629,trmH,EG10967,tRNA (Gm18) 2'-O-methyltransferase,b3651
7630,recG,EG10829,,b3652
7631,recG,EG10829,ATP-dependent DNA helicase RecG,b3652
7632,gltS,EG10406,,b3653
7633,gltS,EG10406,glutamate:sodium symporter,b3653
7634,xanP,EG11194,,b3654
7635,xanP,EG11194,xanthine:H(+) symporter XanP,b3654
7636,yicH,EG11684,,b3655
7637,yicH,EG11684,AsmA family protein YicH,b3655
7638,yicI,EG11685,,b3656
7639,yicI,EG11685,alpha-D-xyloside xylohydrolase,b3656
7640,yicJ,EG11686,,b3657
7641,yicJ,EG11686,putative xyloside transporter YicJ,b3657
7642,selC,EG30092,,b3658
7643,selC,EG30092,tRNA-Sec,b3658
7644,yicT,G0-16669,,b4653
7645,setC,EG11687,,b3659
7646,setC,EG11687,putative arabinose exporter,b3659
7647,yicL,EG11688,,b3660
7648,yicL,EG11688,putative transporter YicL,b3660
7649,yicU,G0-17043,,b4797
7650,yicU,G0-17043,protein YicU,b4797
7651,nlpA,EG10657,,b3661
7652,nlpA,EG10657,lipoprotein-28,b3661
7653,yicS,G0-10469,,b4555
7654,yicS,G0-10469,uncharacterized protein YicS,b4555
7655,nepI,EG11689,,b3662
7656,nepI,EG11689,purine ribonucleoside exporter,b3662
7657,yicN,EG11690,,b3663
7658,yicN,EG11690,DUF1198 domain-containing protein YicN,b3663
7659,adeQ,EG11691,,b3664
7660,adeQ,EG11691,adenine transporter,b3664
7661,adeD,EG11692,,b3665
7662,adeD,EG11692,adenine deaminase,b3665
7663,uhpU,G0-17104,,b4829
7664,uhpU,G0-17104,small RNA UhpU,b4829
7665,uhpT,EG11054,,b3666
7666,uhpT,EG11054,hexose-6-phosphate:phosphate antiporter,b3666
7667,uhpC,EG11053,,b3667
7668,uhpC,EG11053,inner membrane protein sensing glucose-6-phosphate,b3667
7669,uhpB,EG11052,,b3668
7670,uhpB,EG11052,sensory histidine kinase UhpB,b3668
7671,uhpA,EG11051,,b3669
7672,uhpA,EG11051,DNA-binding transcriptional activator UhpA,b3669
7673,ilvN,EG10502,,b3670
7674,ilvN,EG10502,acetohydroxy acid synthase I subunit IlvN,b3670
7675,ilvB,EG10494,,b3671
7676,ilvB,EG10494,acetohydroxy acid synthase I subunit IlvB,b3671
7677,ivbL,EG11275,,b3672
7678,ivbL,EG11275,ilvBN operon leader peptide,b3672
7679,istR,G0-10201,,b4616
7680,istR,G0-10201,small RNA IstR-2,b4616
7681,istR,G0-10201,small regulatory RNA IstR-1,b4616
7682,tisB,G0-9962,,b4618
7683,tisB,G0-9962,membrane-depolarizing toxin TisB,b4618
7684,ysdE,G0-17044,,b4798
7685,ysdE,G0-17044,protein YsdE,b4798
7686,emrD,EG11693,,b3673
7687,emrD,EG11693,multidrug efflux pump EmrD,b3673
7688,yidF,EG11694,,b3674
7689,yidF,EG11694,uncharacterized protein YidF,b3674
7690,yidG,EG11695,,b3675
7691,yidG,EG11695,inner membrane protein YidG,b3675
7692,yidH,EG11696,,b3676
7693,yidH,EG11696,DUF202 domain-containing inner membrane protein YidH,b3676
7694,yidI,EG11697,,b3677
7695,yidI,EG11697,putative inner membrane protein YidI,b3677
7696,yidJ,EG11705,,b3678
7697,yidJ,EG11705,putative sulfatase/phosphatase YidJ,b3678
7698,yidK,EG11706,,b3679
7699,yidK,EG11706,putative transporter YidK,b3679
7700,yidL,EG11707,,b3680
7701,yidL,EG11707,putative DNA-binding transcriptional regulator YidL,b3680
7702,glvG,EG11708,,b4556
7703,glvB,EG11709,,b3682
7704,glvB,EG11709,putative PTS enzyme II component GlvB,b3682
7705,glvC,EG11710,,b3683
7706,glvC,EG11710,putative PTS enzyme II component GlvC,b3683
7707,yidP,EG11711,,b3684
7708,yidP,EG11711,putative DNA-binding transcriptional regulator YidP,b3684
7709,yidE,EG11536,,b3685
7710,yidE,EG11536,putative transport protein YidE,b3685
7711,ibpB,EG11535,,b3686
7712,ibpB,EG11535,small heat shock protein IbpB,b3686
7713,ibpA,EG11534,,b3687
7714,ibpA,EG11534,small heat shock protein IbpA,b3687
7715,yidQ,EG11712,,b3688
7716,yidQ,EG11712,DUF1375 domain-containing putative lipoprotein YidQ,b3688
7717,yidR,EG11713,,b3689
7718,yidR,EG11713,DUF3748 domain-containing galacturonate catabolism protein YidR,b3689
7719,cbrA,EG11714,,b3690
7720,cbrA,EG11714,colicin M resistance protein,b3690
7721,dgoT,EG20053,,b3691
7722,dgoT,EG20053,D-galactonate:H(+) symporter,b3691
7723,dgoD,GB4478,,b4478
7724,dgoD,GB4478,D-galactonate dehydratase,b4478
7725,dgoA,EG20049,,b4477
7726,dgoA,EG20049,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,b4477
7727,dgoK,EG20051,,b3693
7728,dgoK,EG20051,2-dehydro-3-deoxygalactonokinase,b3693
7729,dgoR,G7789,,b4479
7730,dgoR,G7789,DNA-binding transcriptional regulator DgoR,b4479
7731,yidX,EG11719,,b3696
7732,yidX,EG11719,putative lipoprotein YidX,b3696
7733,yidA,EG11195,,b3697
7734,yidA,EG11195,sugar phosphatase YidA,b3697
7735,yidB,EG11196,,b3698
7736,yidB,EG11196,DUF937 domain-containing protein YidB,b3698
7737,gyrB,EG10424,,b3699
7738,gyrB,EG10424,DNA gyrase subunit B,b3699
7739,recF,EG10828,,b3700
7740,recF,EG10828,recombination mediator protein RecF,b3700
7741,dnaN,EG10242,,b3701
7742,dnaN,EG10242,beta sliding clamp,b3701
7743,dnaA,EG10235,,b3702
7744,dnaA,EG10235,chromosomal replication initiator protein DnaA,b3702
7745,ysdD,G0-16751,,b4757
7746,ysdD,G0-16751,protein YsdD,b4757
7747,rpmH,EG10892,,b3703
7748,rpmH,EG10892,50S ribosomal subunit protein L34,b3703
7749,rnpA,EG10862,,b3704
7750,rnpA,EG10862,RNase P protein component,b3704
7751,yidD,G0-10470,,b4557
7752,yidD,G0-10470,membrane protein insertion efficiency factor,b4557
7753,yidC,EG11197,,b3705
7754,yidC,EG11197,membrane protein insertase YidC,b3705
7755,mnmE,EG10997,,b3706
7756,mnmE,EG10997,5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit,b3706
7757,tnaC,EG11276,,b3707
7758,tnaC,EG11276,tnaAB operon leader peptide,b3707
7759,tnaA,EG11005,,b3708
7760,tnaA,EG11005,tryptophanase,b3708
7761,tnaB,EG11006,,b3709
7762,tnaB,EG11006,tryptophan:H(+) symporter TnaB,b3709
7763,mdtL,EG11720,,b3710
7764,mdtL,EG11720,efflux pump MdtL,b3710
7765,yidZ,EG11721,,b3711
7766,yidZ,EG11721,DNA-binding transcriptional dual regulator YidZ,b3711
7767,yieE,EG11722,,b3712
7768,yieE,EG11722,putative phosphopantetheinyl transferase,b3712
7769,yieF,EG11723,,b3713
7770,yieF,EG11723,quinone reductase,b3713
7771,adeP,EG11724,,b3714
7772,adeP,EG11724,adenine:H(+) symporter,b3714
7773,yieH,EG11725,,b3715
7774,yieH,EG11725,6-phosphogluconate phosphatase,b3715
7775,cbrB,EG11726,,b3716
7776,cbrB,EG11726,putative inner membrane protein,b3716
7777,cbrC,EG11727,,b3717
7778,cbrC,EG11727,PF03691 family colicin E2 tolerance protein CbrC,b3717
7779,yieK,EG11728,,b3718
7780,yieK,EG11728,putative glucosamine-6-phosphate deaminase YieK,b3718
7781,yieL,EG11729,,b3719
7782,yieL,EG11729,putative hydrolase YieL,b3719
7783,bglH,EG11364,,b3720
7784,bglH,EG11364,"carbohydrate-specific outer membrane porin, cryptic",b3720
7785,bglB,EG10114,,b3721
7786,bglB,EG10114,6-phospho-beta-glucosidase B,b3721
7787,bglF,EG10115,,b3722
7788,bglF,EG10115,beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase,b3722
7789,bglG,EG10116,,b3723
7790,bglG,EG10116,transcriptional antiterminator BglG,b3723
7791,phoU,EG10735,,b3724
7792,phoU,EG10735,negative regulator of the pho regulon,b3724
7793,pstB,EG10783,,b3725
7794,pstB,EG10783,phosphate ABC transporter ATP binding subunit,b3725
7795,pstA,EG10782,,b3726
7796,pstA,EG10782,phosphate ABC transporter membrane subunit PstA,b3726
7797,pstC,EG10784,,b3727
7798,pstC,EG10784,phosphate ABC transporter membrane subunit PstC,b3727
7799,pstS,EG10734,,b3728
7800,pstS,EG10734,phosphate ABC transporter periplasmic binding protein,b3728
7801,glmS,EG10382,,b3729
7802,glmS,EG10382,L-glutamine--D-fructose-6-phosphate aminotransferase,b3729
7803,glmU,EG11198,,b3730
7804,glmU,EG11198,fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase,b3730
7805,atpC,EG10100,,b3731
7806,atpC,EG10100,ATP synthase F1 complex subunit epsilon,b3731
7807,atpD,EG10101,,b3732
7808,atpD,EG10101,ATP synthase F1 complex subunit beta,b3732
7809,atpG,EG10104,,b3733
7810,atpG,EG10104,ATP synthase F1 complex subunit gamma,b3733
7811,atpA,EG10098,,b3734
7812,atpA,EG10098,ATP synthase F1 complex subunit alpha,b3734
7813,atpH,EG10105,,b3735
7814,atpH,EG10105,ATP synthase F1 complex subunit delta,b3735
7815,atpF,EG10103,,b3736
7816,atpF,EG10103,ATP synthase Fo complex subunit b,b3736
7817,atpE,EG10102,,b3737
7818,atpE,EG10102,ATP synthase Fo complex subunit c,b3737
7819,atpB,EG10099,,b3738
7820,atpB,EG10099,ATP synthase Fo complex subunit a,b3738
7821,atpI,EG10106,,b3739
7822,atpI,EG10106,ATP synthase accessory factor AtpI,b3739
7823,rsmG,EG10376,,b3740
7824,rsmG,EG10376,16S rRNA m(7)G527 methyltransferase,b3740
7825,mnmG,EG10375,,b3741
7826,mnmG,EG10375,5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG,b3741
7827,mioC,EG11199,,b3742
7828,mioC,EG11199,flavoprotein MioC,b3742
7829,asnC,EG10093,,b3743
7830,asnC,EG10093,DNA-binding transcriptional dual regulator AsnC,b3743
7831,asnA,EG10091,,b3744
7832,asnA,EG10091,asparagine synthetase A,b3744
7833,viaA,EG11730,,b3745
7834,viaA,EG11730,protein ViaA,b3745
7835,ravA,EG11731,,b3746
7836,ravA,EG11731,regulatory ATPase RavA,b3746
7837,kup,EG11541,,b3747
7838,kup,EG11541,K(+):H(+) symporter Kup,b3747
7839,rbsD,EG10817,,b3748
7840,rbsD,EG10817,D-ribose pyranase,b3748
7841,rbsA,EG10814,,b3749
7842,rbsA,EG10814,ribose ABC transporter ATP binding subunit,b3749
7843,rbsC,EG10816,,b3750
7844,rbsC,EG10816,ribose ABC transporter membrane subunit,b3750
7845,rbsB,EG10815,,b3751
7846,rbsB,EG10815,ribose ABC transporter periplasmic binding protein,b3751
7847,rbsZ,G0-17077,,b4804
7848,rbsZ,G0-17077,small regulatory RNA RbsZ,b4804
7849,rbsK,EG10818,,b3752
7850,rbsK,EG10818,ribokinase,b3752
7851,rbsR,EG10819,,b3753
7852,rbsR,EG10819,DNA-binding transcriptional dual regulator RbsR,b3753
7853,hsrA,EG11732,,b3754
7854,hsrA,EG11732,putative transporter HsrA,b3754
7855,yieP,EG11733,,b3755
7856,yieP,EG11733,DNA-binding transcriptional regulator YieP,b3755
7857,rrsC,EG30086,,b3756
7858,rrsC,EG30086,16S ribosomal RNA,b3756
7859,gltU,EG30033,,b3757
7860,gltU,EG30033,tRNA-Glu,b3757
7861,rrlC,EG30079,,b3758
7862,rrlC,EG30079,23S ribosomal RNA,b3758
7863,rrfC,EG30072,,b3759
7864,rrfC,EG30072,5S ribosomal RNA,b3759
7865,aspT,EG30023,,b3760
7866,aspT,EG30023,tRNA-Asp,b3760
7867,trpT,EG30105,,b3761
7868,trpT,EG30105,tRNA-Trp,b3761
7869,hdfR,EG11449,,b4480
7870,hdfR,EG11449,DNA-binding transcriptional dual regulator HdfR,b4480
7871,maoP,EG11450,,b3764
7872,maoP,EG11450,macrodomain Ori protein,b3764
7873,yifB,EG11260,,b3765
7874,yifB,EG11260,putative magnesium chelatase YifB,b3765
7875,ilvL,EG11270,,b3766
7876,ilvL,EG11270,ilvXGMEDA operon leader peptide,b3766
7877,ilvX,G0-10641,,b4669
7878,ilvX,G0-10641,uncharacterized protein IlvX,b4669
7879,ilvG,G8221,,b4488
7880,ilvM,EG10501,,b3769
7881,ilvM,EG10501,acetolactate synthase II subunit IlvM,b3769
7882,ilvE,EG10497,,b3770
7883,ilvE,EG10497,branched-chain-amino-acid aminotransferase,b3770
7884,ilvD,EG10496,,b3771
7885,ilvD,EG10496,dihydroxy-acid dehydratase,b3771
7886,ilvA,EG10493,,b3772
7887,ilvA,EG10493,threonine deaminase,b3772
7888,ilvY,EG10503,,b3773
7889,ilvY,EG10503,DNA-binding transcriptional dual regulator IlvY,b3773
7890,ilvC,EG10495,,b3774
7891,ilvC,EG10495,ketol-acid reductoisomerase (NADP(+)),b3774
7892,ppiC,EG12352,,b3775
7893,ppiC,EG12352,peptidyl-prolyl cis-trans isomerase C,b3775
7894,yifN,G7798,,b3777
7895,rep,EG10837,,b3778
7896,rep,EG10837,ATP-dependent DNA helicase Rep,b3778
7897,gpp,EG10413,,b3779
7898,gpp,EG10413,"guanosine-5'-triphosphate,3'-diphosphate phosphatase",b3779
7899,rhlB,EG10844,,b3780
7900,rhlB,EG10844,ATP-dependent RNA helicase RhlB,b3780
7901,trxA,EG11031,,b3781
7902,trxA,EG11031,thioredoxin 1,b3781
7903,rhoL,EG12428,,b3782
7904,rhoL,EG12428,rho operon leader peptide,b3782
7905,rho,EG10845,,b3783
7906,rho,EG10845,transcription termination factor Rho,b3783
7907,rfe,EG10840,,b3784
7908,rfe,EG10840,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase,b3784
7909,wzzE,EG11295,,b3785
7910,wzzE,EG11295,enterobacterial common antigen polysaccharide co-polymerase,b3785
7911,wecB,EG11451,,b3786
7912,wecB,EG11451,UDP-N-acetylglucosamine 2-epimerase,b3786
7913,wecC,EG11452,,b3787
7914,wecC,EG11452,UDP-N-acetyl-D-mannosamine dehydrogenase,b3787
7915,rffG,EG11453,,b3788
7916,rffG,EG11453,"dTDP-glucose 4,6-dehydratase 2",b3788
7917,rffH,EG11454,,b3789
7918,rffH,EG11454,glucose-1-phosphate thymidylyltransferase 2,b3789
7919,rffC,EG11455,,b3790
7920,rffC,EG11455,RffC,b3790
7921,wecE,EG11456,,b3791
7922,wecE,EG11456,dTDP-4-dehydro-6-deoxy-D-glucose transaminase,b3791
7923,wzxE,EG11486,,b3792
7924,wzxE,EG11486,lipid IIIECA flippase,b3792
7925,wecF,G7800,,b4481
7926,wecF,G7800,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,b4481
7927,wzyE,EG11457,,b3793
7928,wzyE,EG11457,enterobacterial common antigen polymerase,b3793
7929,rffM,EG11458,,b3794
7930,rffM,EG11458,UDP-N-acetyl-D-mannosaminuronic acid transferase,b3794
7931,yifK,EG11459,,b3795
7932,yifK,EG11459,putative transporter YifK,b3795
7933,argX,EG30017,,b3796
7934,argX,EG30017,tRNA-Arg,b3796
7935,hisR,EG30042,,b3797
7936,hisR,EG30042,tRNA-His,b3797
7937,leuT,EG30049,,b3798
7938,leuT,EG30049,tRNA-Leu,b3798
7939,proM,EG30068,,b3799
7940,proM,EG30068,tRNA-Pro,b3799
7941,aslB,EG10090,,b3800
7942,aslB,EG10090,putative anaerobic sulfatase maturation enzyme AslB,b3800
7943,aslA,EG10089,,b3801
7944,aslA,EG10089,putative sulfatase AslA,b3801
7945,glmZ,G0-8873,,b4456
7946,glmZ,G0-8873,small regulatory RNA GlmZ,b4456
7947,hemY,EG10434,,b3802
7948,hemY,EG10434,protein HemY,b3802
7949,hemX,EG10433,,b3803
7950,hemX,EG10433,PF04375 family protein HemX,b3803
7951,hemD,EG10430,,b3804
7952,hemD,EG10430,uroporphyrinogen-III synthase,b3804
7953,hemC,EG10429,,b3805
7954,hemC,EG10429,hydroxymethylbilane synthase,b3805
7955,cyaA,EG10170,,b3806
7956,cyaA,EG10170,adenylate cyclase,b3806
7957,cyaY,EG11653,,b3807
7958,cyaY,EG11653,frataxin CyaY,b3807
7959,yzcX,G7802,,b3808
7960,yzcX,G7802,protein YzcX,b3808
7961,yifL,G0-10471,,b4558
7962,yifL,G0-10471,putative lipoprotein YifL,b4558
7963,dapF,EG10209,,b3809
7964,dapF,EG10209,diaminopimelate epimerase,b3809
7965,yigA,EG11201,,b3810
7966,yigA,EG11201,DUF484 domain-containing protein YigA,b3810
7967,xerC,EG11069,,b3811
7968,xerC,EG11069,site-specific tyrosine recombinase,b3811
7969,yigB,EG11202,,b3812
7970,yigB,EG11202,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,b3812
7971,uvrD,EG11064,,b3813
7972,uvrD,EG11064,DNA helicase II,b3813
7973,yigE,EG11462,,b4482
7974,yigE,EG11462,DUF2233 domain-containing protein YigE,b4482
7975,ysgD,G0-17045,,b4799
7976,ysgD,G0-17045,protein YsgD,b4799
7977,corA,EG11463,,b3816
7978,corA,EG11463,Ni(2(+))/Co(2(+))/Mg(2(+)) transporter,b3816
7979,yigF,EG11464,,b3817
7980,yigF,EG11464,DUF2628 domain-containing protein YigF,b3817
7981,yigG,EG11465,,b3818
7982,yigG,EG11465,inner membrane protein,b3818
7983,rarD,EG11466,,b3819
7984,rarD,EG11466,putative transporter RarD,b3819
7985,yigI,EG11467,,b3820
7986,yigI,EG11467,putative thioesterase YigI,b3820
7987,pldA,EG10738,,b3821
7988,pldA,EG10738,outer membrane phospholipase A,b3821
7989,recQ,EG10833,,b3822
7990,recQ,EG10833,ATP-dependent DNA helicase RecQ,b3822
7991,rhtC,EG11468,,b3823
